,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
17359,[725749],,80,substrate: 4-nitrophenyl butyrate,Sulfurisphaera tokodaii,3.1.1.1
17360,[678386],,85,,Saccharolobus solfataricus,3.1.1.1
17361,[677905],,90,,Saccharolobus shibatae,3.1.1.1
17362,[726707],,90,,Pyrobaculum calidifontis,3.1.1.1
17363,[681762],,97,melting temperature,Saccharolobus solfataricus,3.1.1.1
17364,[726693],,98,,Aeropyrum pernix,3.1.1.1
17365,[721886],,100,,Pyrococcus furiosus,3.1.1.1
17366,[751810],,45,assay at,Chlorobaculum tepidum,3.1.1.100
17367,[751663],,30,assay at,Ideonella sakaiensis,3.1.1.101
17368,[737423],,55,,Thermomonospora curvata,3.1.1.101
17369,[737423],,60,,Thermomonospora curvata,3.1.1.101
17370,[738254],70,65,wild-type,Thermobifida fusca,3.1.1.101
17371,[749675],,70,,uncultured bacterium,3.1.1.101
17372,[738254],80,75,mutant D204C/E253C/D174R,Thermobifida fusca,3.1.1.101
17373,[753524],,60,,Geobacillus thermodenitrificans,3.1.1.108
17374,[678803],,20,assay at,Daucus carota,3.1.1.11
17375,[678803],,20,assay at,Lactuca sativa,3.1.1.11
17376,[680286],,22,assay at,Solanum lycopersicum,3.1.1.11
17377,[680321],,22,assay at,Solanum lycopersicum,3.1.1.11
17378,[679601],,22,assay at,Citrus sinensis,3.1.1.11
17379,[750603],,22,assay at,Citrus sinensis,3.1.1.11
17380,[679601],,22,assay at,Citrus reticulata,3.1.1.11
17381,[680286],,22,assay at,Aspergillus aculeatus,3.1.1.11
17382,[679601],,22,assay at,Citrus reticulata &times; Citrus sinensis,3.1.1.11
17383,[751405],,22,assay at room temperature,Citrus sinensis,3.1.1.11
17384,[651029],,22.5,assay at,Solanum lycopersicum,3.1.1.11
17385,[681155],,23,assay at,Hippophae rhamnoides subsp. rhamnoides,3.1.1.11
17386,[681155],,23,assay at,Hippophae rhamnoides subsp. mongolica,3.1.1.11
17387,[675652],,24,assay at room temperature,Capsicum frutescens,3.1.1.11
17388,[114108],35,25,,Clostridium multifermentans,3.1.1.11
17389,[751100],,25,assay at,Arabidopsis thaliana,3.1.1.11
17390,[706144],,27.5,assay at,Dickeya chrysanthemi,3.1.1.11
17391,[706144],,27.5,assay at,Citrus sinensis,3.1.1.11
17392,[706144],,27.5,assay at,Aspergillus sp.,3.1.1.11
17393,[690308],,30,,Aspergillus pseudoglaucus,3.1.1.11
17394,[679502],,30,assay at,Dickeya chrysanthemi,3.1.1.11
17395,[705592],,30,assay at,Citrus sinensis,3.1.1.11
17396,[651029],,30,assay at,Cucumis sativa,3.1.1.11
17397,[750823],,30,assay at,Citrus sinensis,3.1.1.11
17398,[750823],,30,assay at,Arabidopsis thaliana,3.1.1.11
17399,[750823],,30,assay at,Botrytis cinerea,3.1.1.11
17400,[751060],,35,assay at,Aspergillus niger,3.1.1.11
17401,[114126],,35,isoenzyme PME I and PME II,Carica papaya,3.1.1.11
17402,[675674],,35,"at pH 4.4 and normal pressure, temperature optimum shifted to higher temperatures at higher pressure",Solanum lycopersicum,3.1.1.11
17403,[706144],,37,assay at,Dickeya chrysanthemi,3.1.1.11
17404,[706144],,37,assay at,Citrus sinensis,3.1.1.11
17405,[706144],,37,assay at,Aspergillus sp.,3.1.1.11
17406,[114129],,40,,Dickeya chrysanthemi,3.1.1.11
17407,[114108],,40,,Aspergillus japonicus,3.1.1.11
17408,[114108],,40,,Acrocylindrium sp.,3.1.1.11
17409,[114108],,40,,Oculimacula yallundae,3.1.1.11
17410,[114108],,40,,Athelia rolfsii,3.1.1.11
17411,[114099],,40,soluble enzyme,Aspergillus foetidus,3.1.1.11
17412,[750786],,40,recombinant enzyme,Sphenophorus levis,3.1.1.11
17413,[651562],,45,,Solanum lycopersicum,3.1.1.11
17414,[114103],,45,,Naganishia albida,3.1.1.11
17415,[114108],,45,,Coniella diplodiella,3.1.1.11
17416,[114108],,45,,Athelia rolfsii,3.1.1.11
17417,[114109],,45,,Athelia rolfsii,3.1.1.11
17418,[751146],,45,,Aspergillus niger,3.1.1.11
17419,[675674],,45,"at pH 8 and normal pressure, temperature optimum shifted to higher temperatures at higher pressure",Solanum lycopersicum,3.1.1.11
17420,[114108],,50,,Phaseolus vulgaris,3.1.1.11
17421,[730283],,50,,Aspergillus niger,3.1.1.11
17422,[114108],,50,,Solanum lycopersicum,3.1.1.11
17423,[730888],,50,,Solanum lycopersicum,3.1.1.11
17424,[114125],,50,,Dickeya chrysanthemi,3.1.1.11
17425,[650755],,50,,Dickeya chrysanthemi,3.1.1.11
17426,[675163],,50,,Citrus sinensis,3.1.1.11
17427,[729080],,50,,Penicillium oxalicum,3.1.1.11
17428,[114097],,50,,Aureobasidium pullulans,3.1.1.11
17429,[701983],,50,,Prunus armeniaca,3.1.1.11
17430,[114099],,50,soluble enzyme,Solanum lycopersicum,3.1.1.11
17431,[693695],,50,immobilized enzyme,Prunus armeniaca,3.1.1.11
17432,[681639],,50,assay at,Malpighia glabra,3.1.1.11
17433,[751541],,50,recombinant enzyme,Hungateiclostridium thermocellum,3.1.1.11
17434,[114099],,50,CNBr-Sepharose 4B immobilized enzyme,Aspergillus foetidus,3.1.1.11
17435,[114105],55,50,isoenzyme PE I and PE II,Aspergillus oryzae,3.1.1.11
17436,[679554],60,50,at atmospheric pressure to 300 MPa,Solanum lycopersicum,3.1.1.11
17437,[114099],,52,enzyme immobilized on polyethylene terephthalate,Aspergillus foetidus,3.1.1.11
17438,[674086],55,52.5,"at pH 7, sharp optimum",Capsicum annuum,3.1.1.11
17439,[650703],,55,,Solanum lycopersicum,3.1.1.11
17440,[729756],,55,,Aspergillus flavus,3.1.1.11
17441,[114119],,55,,Aspergillus oryzae,3.1.1.11
17442,[114108],,55,,Fragaria sp.,3.1.1.11
17443,[651555],,55,at atmospheric pressure,Solanum lycopersicum,3.1.1.11
17444,[651558],60,55,,Citrus sinensis,3.1.1.11
17445,[650676],60,59,,Fragaria x ananassa,3.1.1.11
17446,[674118],,60,,Phaseolus vulgaris,3.1.1.11
17447,[730650],,60,,Datura inoxia,3.1.1.11
17448,[114107],,60,,Citrus sinensis,3.1.1.11
17449,[114104],,60,,Carica papaya,3.1.1.11
17450,[730650],,60,,Datura stramonium,3.1.1.11
17451,[694840],,60,,Prunus armeniaca,3.1.1.11
17452,[730650],,60,,Datura metel,3.1.1.11
17453,[751233],,60,,Prunus armeniaca,3.1.1.11
17454,[751232],,60,,Carica papaya,3.1.1.11
17455,[693695],,60,free enzyme,Prunus armeniaca,3.1.1.11
17456,[729017],,60,longer exposure to this optimum temperatures resulted in inactivation of the enzyme,Solanum lycopersicum,3.1.1.11
17457,[651555],65,60,at 100-200 MPa,Solanum lycopersicum,3.1.1.11
17458,[114099],,61,enzyme immobilized on polyethylene terephthalate,Solanum lycopersicum,3.1.1.11
17459,[114099],,62,enzyme immobilized on pectin esterase,Solanum lycopersicum,3.1.1.11
17460,[114108],,63,,Malus sp.,3.1.1.11
17461,[674118],,65,,Solanum lycopersicum,3.1.1.11
17462,[651562],,65,,Citrus sinensis,3.1.1.11
17463,[651555],70,65,"at 200-300 MPa, optimal reaction conditions in the presence of Ca2+",Solanum lycopersicum,3.1.1.11
17464,[673778],85,75,,Psidium guajava,3.1.1.11
17465,[692672],,95,,Psidium guajava,3.1.1.11
17466,[752538],,40,,Pseudomonas putida,3.1.1.113
17467,[650378],,25,assay at,Sus scrofa,3.1.1.13
17468,[703557],,25,assay at,Sus scrofa,3.1.1.13
17469,[652274],,25,assay at,Bos taurus,3.1.1.13
17470,[650378],,25,assay at,Debaryomycetaceae sp. 'Limtongozyma cylindracea',3.1.1.13
17471,[702443],,25,assay at,Ophiostoma piceae,3.1.1.13
17472,[750852],,25,assay at,Homo sapiens,3.1.1.13
17473,[750332],,30,assay at,Homo sapiens,3.1.1.13
17474,[750332],,30,assay at,Mus musculus,3.1.1.13
17475,[133846],,32,temperature-labile enzyme,Rattus sp.,3.1.1.13
17476,[650664],,35,coimmobilized enzyme,Bos taurus,3.1.1.13
17477,[693282],40,35,,Trichoderma sp.,3.1.1.13
17478,[650646],,37,assay at,Homo sapiens,3.1.1.13
17479,[650646],,37,assay at,Rattus norvegicus,3.1.1.13
17480,[651007],,37,assay at,Rattus norvegicus,3.1.1.13
17481,[749562],,37,assay at,Sus scrofa,3.1.1.13
17482,[650646],,37,assay at,Bos taurus,3.1.1.13
17483,[650664],,37,assay at,Bos taurus,3.1.1.13
17484,[650388],,37,assay at,Ophiostoma piceae,3.1.1.13
17485,[133846],,37,temperature-stable enzyme,Rattus sp.,3.1.1.13
17486,[665764],,40,,Streptomyces sp.,3.1.1.13
17487,[650664],,40,"optimum, immobilized and free enzyme",Bos taurus,3.1.1.13
17488,[715392],,45,,Acinetobacter sp.,3.1.1.13
17489,[664868],,45,,Burkholderia cepacia,3.1.1.13
17490,[650638],,53,,Pseudomonas aeruginosa,3.1.1.13
17491,[665772],,60,,Diutina rugosa,3.1.1.13
17492,[80732],,20,,Citrus unshiu,3.1.1.14
17493,[80737],30,20,,Beta vulgaris,3.1.1.14
17494,[677518],,25,assay at,Triticum aestivum,3.1.1.14
17495,[653524],,25,assay at,Arabidopsis thaliana,3.1.1.14
17496,[679870],,25,assay at,Arabidopsis thaliana,3.1.1.14
17497,[80731],,30,,Secale cereale,3.1.1.14
17498,[749556],,30,assay at,Arabidopsis thaliana,3.1.1.14
17499,[750426],,30,assay at,Triticum aestivum,3.1.1.14
17500,[678847],,30,free enzyme and of enzyme trapped in a sol-gel medium,Phaeodactylum tricornutum,3.1.1.14
17501,[715221],,30,isoform CLH1,Brassica oleracea,3.1.1.14
17502,[80753],,31,,Phaeodactylum tricornutum,3.1.1.14
17503,[677636],,35,,Phaeodactylum tricornutum,3.1.1.14
17504,[80751],,35,immobilized enzyme,Phaeodactylum tricornutum,3.1.1.14
17505,[649092],,35,assay at,Phaseolus vulgaris,3.1.1.14
17506,[652956],,35,assay at,Phaeodactylum tricornutum,3.1.1.14
17507,[751874],,37,assay at,Arabidopsis thaliana,3.1.1.14
17508,[742342],,37,assay at,Fagus sylvatica,3.1.1.14
17509,[667021],,40,,Ginkgo biloba,3.1.1.14
17510,[750672],,40,assay at,Pisum sativum,3.1.1.14
17511,[678555],,40,assay at,Piper betle,3.1.1.14
17512,[681243],,40,assay at,Arabidopsis thaliana,3.1.1.14
17513,[751622],,40,recombinant enzyme,Brassica oleracea,3.1.1.14
17514,[750887],,40,recombinant enzyme,Chlamydomonas reinhardtii,3.1.1.14
17515,[750116],50,40,"80% of maximal activity, recombinant enzyme",Crocosphaera subtropica ATCC 51142,3.1.1.14
17516,[80735],,45,,Auxenochlorella protothecoides,3.1.1.14
17517,[653048],,50,,Capsicum annuum,3.1.1.14
17518,[750116],,60,assay at,Crocosphaera subtropica ATCC 51142,3.1.1.14
17519,[715221],,60,isoform CLH2,Brassica oleracea,3.1.1.14
17520,[749689],,25,assay at,Zymomonas mobilis subsp. mobilis,3.1.1.17
17521,[10911],,32,,Rhodotorula mucilaginosa,3.1.1.17
17522,[35212],,25,assay at,Homo sapiens,3.1.1.2
17523,[35215],,25,assay at,Homo sapiens,3.1.1.2
17524,[679182],,25,assay at,Homo sapiens,3.1.1.2
17525,[666183],,25,assay at,Bos taurus,3.1.1.2
17526,[664184],,25,assay at,Homo sapiens,3.1.1.2
17527,[665960],,25,assay at,Homo sapiens,3.1.1.2
17528,[677892],,25,assay at,Homo sapiens,3.1.1.2
17529,[678464],,25,assay at,Homo sapiens,3.1.1.2
17530,[681055],,25,assay at,Homo sapiens,3.1.1.2
17531,[729510],,25,assay at,Sulfolobus acidocaldarius,3.1.1.2
17532,[750292],,25,assay at,Oryctolagus cuniculus,3.1.1.2
17533,[651605],40,35,,Lactobacillus helveticus,3.1.1.2
17534,[707214],,37,,Homo sapiens,3.1.1.2
17535,[35206],,37,assay at,Cavia porcellus,3.1.1.2
17536,[35213],,37,assay at,Homo sapiens,3.1.1.2
17537,[650864],,37,assay at,Homo sapiens,3.1.1.2
17538,[677411],,37,assay at,Homo sapiens,3.1.1.2
17539,[35217],,37,assay at,Rattus norvegicus,3.1.1.2
17540,[653436],,37,assay at,Triticum aestivum,3.1.1.2
17541,[653436],,37,assay at,Avena fatua,3.1.1.2
17542,[653436],,37,assay at,Alopecurus myosuroides,3.1.1.2
17543,[681730],,37,assay at,Homo sapiens,3.1.1.2
17544,[663985],,37,assay at,Homo sapiens,3.1.1.2
17545,[649767],,37,assay at,Rattus norvegicus,3.1.1.2
17546,[665028],,38,assay at,Homo sapiens,3.1.1.2
17547,[729864],,40,,Gluconobacter oxydans,3.1.1.2
17548,[729872],,40,,Lactiplantibacillus plantarum,3.1.1.2
17549,[750166],,40,native enzyme,Gluconobacter oxydans,3.1.1.2
17550,[35200],,40,beta-naphthyl acetate,Macrobrachium lamarrei,3.1.1.2
17551,[750166],,50,cross-linked enzyme aggregate,Gluconobacter oxydans,3.1.1.2
17552,[652628],55,50,,Lactobacillus casei,3.1.1.2
17553,[713914],,60,,uncultured organism,3.1.1.2
17554,[693586],,70,using ketoprofen ethyl ester as substrate,Archaeoglobus fulgidus,3.1.1.2
17555,[693586],,80,using 4-nitrophenyl butyrate as substrate,Archaeoglobus fulgidus,3.1.1.2
17556,[730097],,80,substrate: methyl paraoxon,Vulcanisaeta moutnovskia,3.1.1.2
17557,[692889],,94,,Saccharolobus solfataricus,3.1.1.2
17558,[751536],,20,recombinant enzyme,Aspergillus niger,3.1.1.20
17559,[677782],,20,isozyme TAH II,Verticillium sp. (in: Hypocreales),3.1.1.20
17560,[730219],,20,isoform TAH II,Verticillium sp. (in: Hypocreales),3.1.1.20
17561,[677782],,25,isozyme TAH I,Verticillium sp. (in: Hypocreales),3.1.1.20
17562,[730219],,25,isoform TAH I,Verticillium sp. (in: Hypocreales),3.1.1.20
17563,[691564],35,30,,Aspergillus tamarii,3.1.1.20
17564,[751144],35,30,recombinant enzyme,Aspergillus oryzae,3.1.1.20
17565,[680231],,30,,Lactiplantibacillus plantarum,3.1.1.20
17566,[729042],,30,,Lactiplantibacillus plantarum,3.1.1.20
17567,[751685],,30,,Saccharomyces cerevisiae,3.1.1.20
17568,[729424],,30,,Rhodococcus sp.,3.1.1.20
17569,[714594],,30,,Aspergillus oryzae,3.1.1.20
17570,[707202],,30,,Aspergillus awamori,3.1.1.20
17571,[713801],,30,,Aspergillus awamori,3.1.1.20
17572,[714594],,30,,Aspergillus japonicus,3.1.1.20
17573,[691971],,30,,Aspergillus foetidus,3.1.1.20
17574,[730219],,30,,Aspergillus tamarii,3.1.1.20
17575,[749550],,30,,Lactiplantibacillus plantarum,3.1.1.20
17576,[715232],,30,,uncultured bacterium,3.1.1.20
17577,[715876],,30,,Aspergillus awamori,3.1.1.20
17578,[650670],,30,immobilized enzyme,Aspergillus niger,3.1.1.20
17579,[678756],,30,assay at,Aspergillus niger,3.1.1.20
17580,[678756],,30,assay at,Aspergillus flavus,3.1.1.20
17581,[678756],,30,assay at,Penicillium sp.,3.1.1.20
17582,[678756],,30,assay at,Fusarium sp.,3.1.1.20
17583,[678756],,30,assay at,Trichoderma sp.,3.1.1.20
17584,[749812],,30,assay at,Aspergillus oryzae,3.1.1.20
17585,[650670],,30,free enzyme,Aspergillus niger,3.1.1.20
17586,[730190],,30,free enzyme,uncultured bacterium,3.1.1.20
17587,[677408],,30,in vivo assay at,Aspergillus aculeatus,3.1.1.20
17588,[651389],,30,optimal growth and enzyme production temperature,Aspergillus japonicus,3.1.1.20
17589,[665888],,30,independent of fermentation process,Aspergillus niger,3.1.1.20
17590,[729424],40,30,,Lactiplantibacillus plantarum,3.1.1.20
17591,[94245],40,30,,Penicillium chrysogenum,3.1.1.20
17592,[94258],40,30,,Selenomonas ruminantium,3.1.1.20
17593,[729424],40,30,,Selenomonas ruminantium,3.1.1.20
17594,[651389],40,30,,Aspergillus fischeri,3.1.1.20
17595,[94252],40,30,,Aspergillus oryzae,3.1.1.20
17596,[651389],40,30,,Aspergillus oryzae,3.1.1.20
17597,[749445],40,30,,Aspergillus fumigatus,3.1.1.20
17598,[729424],,35,,Escherichia coli,3.1.1.20
17599,[94259],,35,,Aspergillus niger,3.1.1.20
17600,[651389],,35,,Aspergillus niger,3.1.1.20
17601,[730219],,35,,Aspergillus niger,3.1.1.20
17602,[750775],,35,,Kluyveromyces marxianus,3.1.1.20
17603,[729001],,35,,Penicillium sp.,3.1.1.20
17604,[666787],,35,,Aspergillus awamori,3.1.1.20
17605,[730219],,35,,Aspergillus awamori,3.1.1.20
17606,[682610],,35,,Aspergillus ficuum,3.1.1.20
17607,[692431],,35,,Aspergillus ficuum,3.1.1.20
17608,[729424],,35,,Serratia ficaria,3.1.1.20
17609,[749446],,35,assay at,Streptomyces sp.,3.1.1.20
17610,[729361],40,35,,Penicillium chrysogenum,3.1.1.20
17611,[94255],40,35,activation energy of 24.3 kJ per mol,Quercus robur,3.1.1.20
17612,[710692],40,35,endogenous and recombinant tannases,Blastobotrys adeninivorans,3.1.1.20
17613,[750838],,37,,Aspergillus oryzae,3.1.1.20
17614,[650689],,37,"optimal temperature for enzyme production in culture, assay at",Lactiplantibacillus plantarum,3.1.1.20
17615,[730219],,40,,Lactiplantibacillus plantarum,3.1.1.20
17616,[729424],,40,,Bacillus subtilis,3.1.1.20
17617,[682999],,40,,Aspergillus niger,3.1.1.20
17618,[730219],,40,,Aspergillus niger,3.1.1.20
17619,[730219],,40,,Byssochlamys spectabilis,3.1.1.20
17620,[652662],,40,,Bacillus cereus,3.1.1.20
17621,[729424],,40,,Bacillus cereus,3.1.1.20
17622,[730219],,40,,Bacillus cereus,3.1.1.20
17623,[729424],,40,,Klebsiella pneumoniae,3.1.1.20
17624,[750926],,40,,Klebsiella pneumoniae,3.1.1.20
17625,[729503],,40,,Lactobacillus pentosus,3.1.1.20
17626,[729424],,40,,Enterobacter sp.,3.1.1.20
17627,[730219],,40,,Enterobacter sp.,3.1.1.20
17628,[729001],,40,,Penicillium sp.,3.1.1.20
17629,[730219],,40,,Aspergillus ochraceus,3.1.1.20
17630,[681164],,40,,Aspergillus foetidus,3.1.1.20
17631,[730219],,40,,Blastobotrys adeninivorans,3.1.1.20
17632,[695165],,40,,Lactiplantibacillus plantarum,3.1.1.20
17633,[729503],,40,,Lactiplantibacillus plantarum,3.1.1.20
17634,[666781],,40,,Penicillium restrictum,3.1.1.20
17635,[729503],,40,,Lactobacillus paraplantarum,3.1.1.20
17636,[716807],,40,,Enterobacter sp.,3.1.1.20
17637,[750926],,40,,Klebsiella variicola,3.1.1.20
17638,[650670],,40,immobilized enzyme,Aspergillus niger,3.1.1.20
17639,[653585],,40,assay at,Rhizopus oryzae,3.1.1.20
17640,[749547],,40,assay at,Klebsiella pneumoniae subsp. pneumoniae,3.1.1.20
17641,[752106],,40,recombinant enzyme,Aspergillus niger,3.1.1.20
17642,[94256],,40,"free enzyme, activation energy 6.75 kcal per mol",Aspergillus oryzae,3.1.1.20
17643,[677408],,40,in vitro assay at,Aspergillus aculeatus,3.1.1.20
17644,[679961],,40,enzyme from a commercial strain,Aspergillus niger,3.1.1.20
17645,[682987],,40,enzyme from co-culture with Aspergillus foetidus,Rhizopus oryzae,3.1.1.20
17646,[682987],,40,enzyme from co-culture with Rhizopus oryzae,Aspergillus foetidus,3.1.1.20
17647,[749548],,40,recombinant His6-tagged enzyme,Staphylococcus lugdunensis,3.1.1.20
17648,[709672],,40,maximum tannase activity at 40&deg;C,Fusarium subglutinans,3.1.1.20
17649,[708832],,40,purified recombinant tannase,Lactiplantibacillus plantarum,3.1.1.20
17650,[679945],65,40,,Byssochlamys spectabilis,3.1.1.20
17651,[715957],,45,,Aspergillus nidulans,3.1.1.20
17652,[730219],,45,,Aspergillus nidulans,3.1.1.20
17653,[730351],,45,,Aspergillus niger,3.1.1.20
17654,[729082],,45,,Streptococcus gallolyticus,3.1.1.20
17655,[730190],,45,immobilized enzyme,uncultured bacterium,3.1.1.20
17656,[729424],,50,,Enterobacter cloacae,3.1.1.20
17657,[715681],,50,,Lysinibacillus sphaericus,3.1.1.20
17658,[729424],,50,,Lysinibacillus sphaericus,3.1.1.20
17659,[679481],,50,,Byssochlamys spectabilis,3.1.1.20
17660,[94248],,50,,Candida sp. (in: Saccharomycetales),3.1.1.20
17661,[678758],,50,,Talaromyces variabilis,3.1.1.20
17662,[691358],,50,,Talaromyces variabilis,3.1.1.20
17663,[730219],,50,,Talaromyces variabilis,3.1.1.20
17664,[714559],,50,,Aspergillus heteromorphus,3.1.1.20
17665,[749550],,50,,Streptomyces sviceus,3.1.1.20
17666,[680410],,50,assay at,Bacillus licheniformis,3.1.1.20
17667,[650669],,50,assay at,Talaromyces variabilis,3.1.1.20
17668,[750078],,50,free and immobilized enzyme,Aspergillus tubingensis,3.1.1.20
17669,[651738],,50,extracellular enzyme form,Aspergillus aculeatus,3.1.1.20
17670,[94250],60,50,,Aspergillus flavus,3.1.1.20
17671,[713805],60,50,enzyme produced under submerged fermentation,Aspergillus niger,3.1.1.20
17672,[651389],70,50,,Aspergillus flavus,3.1.1.20
17673,[94256],,55,"immobilized enzyme, activation energy 5.77 kcal per mol",Aspergillus oryzae,3.1.1.20
17674,[679961],,60,,Aspergillus niger,3.1.1.20
17675,[730219],,60,,Aspergillus niger,3.1.1.20
17676,[651737],,60,,Bacillus licheniformis,3.1.1.20
17677,[680530],,60,,Bacillus licheniformis,3.1.1.20
17678,[730219],,60,,Bacillus licheniformis,3.1.1.20
17679,[666700],,60,,Aspergillus flavus,3.1.1.20
17680,[730219],,60,,Aspergillus phoenicis,3.1.1.20
17681,[666781],,60,,Aspergillus versicolor,3.1.1.20
17682,[730219],,60,,Aspergillus versicolor,3.1.1.20
17683,[730219],,60,,Aspergillus aculeatus,3.1.1.20
17684,[666781],,60,,Penicillium charlesii,3.1.1.20
17685,[717002],,60,,Trametes elegans,3.1.1.20
17686,[730219],,60,,Trametes elegans,3.1.1.20
17687,[709331],,60,,Hyalopus sp.,3.1.1.20
17688,[730219],,60,,Hyalopus sp.,3.1.1.20
17689,[94254],,60,extracellular enzyme produced in the solid-state fermentation and in the submerged fermentation,Aspergillus niger,3.1.1.20
17690,[651738],,60,intracellular enzyme form,Aspergillus aculeatus,3.1.1.20
17691,[651389],,60,strain PKL-104,Aspergillus niger,3.1.1.20
17692,[709504],,60,"with 0.1 M citrate buffer, pH 5.5",Aspergillus niger,3.1.1.20
17693,[713803],,60,at a methyl gallate concentration of 4.4 mM,Aspergillus niger,3.1.1.20
17694,[713805],,60,enzyme produced under solid-state fermentation,Aspergillus niger,3.1.1.20
17695,[653165],70,60,,Aspergillus niger,3.1.1.20
17696,[679961],,70,,Byssochlamys spectabilis,3.1.1.20
17697,[94254],,70,intracellular enzyme of the submerged fermentation,Aspergillus niger,3.1.1.20
17698,[651389],,70,strain N888,Aspergillus niger,3.1.1.20
17699,[674957],,10,,Paucimonas lemoignei,3.1.1.22
17700,[652588],,30,assay at,Cupriavidus necator,3.1.1.22
17701,[651368],,40,,Paracoccus denitrificans,3.1.1.22
17702,[729048],,50,,Paracoccus denitrificans,3.1.1.22
17703,[749555],,22,assay at room temperature,Homo sapiens,3.1.1.23
17704,[680845],,23,assay at,Mus musculus,3.1.1.23
17705,[680845],,23,assay at,Homo sapiens,3.1.1.23
17706,[666968],,25,assay at,Mus musculus,3.1.1.23
17707,[681285],,25,assay at,Homo sapiens,3.1.1.23
17708,[681285],,25,assay at,Rattus norvegicus,3.1.1.23
17709,[664576],,25,assay at,Rattus norvegicus,3.1.1.23
17710,[751860],,30,assay at,Arabidopsis thaliana,3.1.1.23
17711,[749639],,30,assay at,Homo sapiens,3.1.1.23
17712,[749639],,30,assay at,Arabidopsis thaliana,3.1.1.23
17713,[678078],,37,,Mycobacterium tuberculosis,3.1.1.23
17714,[666400],,37,assay at,Homo sapiens,3.1.1.23
17715,[679213],,37,assay at,Homo sapiens,3.1.1.23
17716,[663883],,37,assay at,Rattus norvegicus,3.1.1.23
17717,[664468],,37,assay at,Rattus norvegicus,3.1.1.23
17718,[664469],,37,assay at,Rattus norvegicus,3.1.1.23
17719,[666400],,37,assay at,Rattus norvegicus,3.1.1.23
17720,[678326],,37,assay at,Rattus norvegicus,3.1.1.23
17721,[751941],,37,assay at,Rattus norvegicus,3.1.1.23
17722,[752247],,37,assay at,Mycobacterium tuberculosis,3.1.1.23
17723,[716353],,50,,Mortierella alliacea,3.1.1.23
17724,[652586],,70,,Pseudomonas sp.,3.1.1.23
17725,[651765],,75,,Bacillus sp. (in: Bacteria),3.1.1.23
17726,[651780],,75,,Bacillus sp. (in: Bacteria),3.1.1.23
17727,[650953],,25,assay at,Homo sapiens,3.1.1.25
17728,[665960],,25,assay at,Homo sapiens,3.1.1.25
17729,[726350],,25,assay at,Saccharolobus solfataricus,3.1.1.25
17730,[729510],,25,assay at,Sulfolobus acidocaldarius,3.1.1.25
17731,[660015],,30,,Fusarium oxysporum,3.1.1.25
17732,[94285],,32,,Homo sapiens,3.1.1.25
17733,[94285],,32,,Rattus norvegicus,3.1.1.25
17734,[663985],,37,assay at,Homo sapiens,3.1.1.25
17735,[649767],,37,assay at,Rattus norvegicus,3.1.1.25
17736,[730946],,40,assay at,Vulcanisaeta moutnovskia,3.1.1.25
17737,[650606],,45,,Agrobacterium tumefaciens,3.1.1.25
17738,[671559],,50,measured for gamma-butyrolactone hydrolysis,Fusarium proliferatum,3.1.1.25
17739,[730097],,80,substrate: methyl paraoxon,Vulcanisaeta moutnovskia,3.1.1.25
17740,[94287],,15,,Triticum aestivum,3.1.1.26
17741,[649811],,30,assay at,Vigna unguiculata,3.1.1.26
17742,[94293],,30,phosphatidylcholine as substrate,Solanum tuberosum,3.1.1.26
17743,[94292],,35,,Oryza sativa,3.1.1.26
17744,[94293],,35,monogalactosyldiacylglycerol as substrate,Solanum tuberosum,3.1.1.26
17745,[94291],,35,monogalactosyldiaylglycerol and phosphatidylcholine as substrates,Phaseolus vulgaris,3.1.1.26
17746,[692412],,37,,Agarophyton vermiculophyllum,3.1.1.26
17747,[749696],,37,,Parachlorella kessleri,3.1.1.26
17748,[749967],,37,assay at,Thermomyces dupontii,3.1.1.26
17749,[749950],,37,assay at,[Nectria] haematococca mpVI,3.1.1.26
17750,[94299],,50,maximally active after 10 min incubation,Vigna unguiculata,3.1.1.26
17751,[664212],70,60,,Mesorhizobium loti,3.1.1.27
17752,[80783],,42,,Rattus norvegicus,3.1.1.28
17753,[648112],,50,assay at,Saccharolobus solfataricus,3.1.1.29
17754,[666831],,-999,optimal growth temperature is 65&deg;C,Geobacillus stearothermophilus,3.1.1.3
17755,[666789],,-999,"temperature-dependent substrate specificity of isozymes with (R,S)-profen 2,2,2-trifluoroethyl thioesters, overview",Carica papaya,3.1.1.3
17756,[659774],,0,,Moesziomyces antarcticus,3.1.1.3
17757,[677772],35,8,inducible mycelium-bound enzyme in presence of olive oil,Aspergillus niger,3.1.1.3
17758,[692349],,10,,Pseudomonas fragi,3.1.1.3
17759,[691403],,15,,Lysinibacillus sphaericus,3.1.1.3
17760,[715206],25,15,the recombinant lipase displays the highest activity at 15 and 25&deg;C,Candida albicans,3.1.1.3
17761,[691403],,20,,Acinetobacter sp.,3.1.1.3
17762,[657576],,20,,Candida cyclindraceae,3.1.1.3
17763,[677737],,20,,Pseudomonas fluorescens,3.1.1.3
17764,[691403],,20,,Microbacterium phyllosphaerae,3.1.1.3
17765,[692121],,20,,Psychrobacter sp.,3.1.1.3
17766,[664156],,20,assay at,Pseudomonas aeruginosa,3.1.1.3
17767,[691403],30,20,,Psychrobacter sp.,3.1.1.3
17768,[691403],30,20,,Pseudoalteromonas sp.,3.1.1.3
