,EntryID,Substrate,EnzymeType,PubMedID,Organism,UniprotID,ECNumber,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit
1087,39795,Retinol;NAD+,wildtype isoenzyme ADH1B2,16787387.0,Homo sapiens,P00325,1.1.1.1,Km,all-trans-Retinol,3e-07,,1.0E-7,M
1088,39795,Retinol;NAD+,wildtype isoenzyme ADH1B2,16787387.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.35,,0.0166667,s^(-1)
1089,39796,all-trans-Retinal;H+;NADH,wildtype isoenzyme ADH1B2,16787387.0,Homo sapiens,P00325,1.1.1.1,Km,all-trans-Retinal,4e-07,,4.0E-8,M
1090,39796,all-trans-Retinal;H+;NADH,wildtype isoenzyme ADH1B2,16787387.0,Homo sapiens,P00325,1.1.1.1,kcat,,0.0833333333,,0.00166667,s^(-1)
1091,42624,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.9,,-,s^(-1)
1092,42624,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.0243,,-,M
1093,42625,NAD+;1-Hexanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Hexanol,0.0082,,-,M
1094,42625,NAD+;1-Hexanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.516666667,,-,s^(-1)
1095,42626,1-Octanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.71666667,,-,s^(-1)
1096,42626,1-Octanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Octanol,0.0012,,-,M
1097,42627,1-Nonanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Nonanol,0.00027,,-,M
1098,42627,1-Nonanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.883333333,,-,s^(-1)
1099,42628,NAD+;1-Decanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.666666667,,-,s^(-1)
1100,42628,NAD+;1-Decanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Decanol,0.00018,,-,M
1101,42629,NAD+;1-Dodecanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.3,,-,s^(-1)
1102,42629,NAD+;1-Dodecanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Dodecanol,5e-05,,-,M
1103,42630,NAD+;1-Tetradecanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.0166666667,,-,s^(-1)
1104,42630,NAD+;1-Tetradecanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Tetradecanol,6e-06,,-,M
1105,42631,cis-2-Hexene-1-ol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,cis-2-Hexene-1-ol,0.0029,,-,M
1106,42631,cis-2-Hexene-1-ol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.8,,-,s^(-1)
1107,42632,trans-2-Hexene-1-ol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,4.06666667,,-,s^(-1)
1108,42632,trans-2-Hexene-1-ol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,trans-2-Hexene-1-ol,0.0009,,-,M
1109,42633,Prenol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Prenol,0.0146,,-,M
1110,42633,Prenol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,5.33333333,,-,s^(-1)
1111,42634,NAD+;Farnesol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.66666667,,-,s^(-1)
1112,42634,NAD+;Farnesol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Farnesol,6e-05,,-,M
1113,42635,"2-Butene-1,4-diol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,"2-Butene-1,4-diol",0.046,,-,M
1114,42635,"2-Butene-1,4-diol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.83333333,,-,s^(-1)
1115,42636,"NAD+;1,6-Hexanediol",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,"1,6-Hexanediol",0.012,,-,M
1116,42636,"NAD+;1,6-Hexanediol",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.56666667,,-,s^(-1)
1117,42637,"Octane-1,8-diol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.35,,-,s^(-1)
1118,42637,"Octane-1,8-diol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,"Octane-1,8-diol",0.0055,,-,M
1119,42638,Benzyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,5.25,,-,s^(-1)
1120,42638,Benzyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Benzyl alcohol,0.17,,-,M
1121,42639,NAD+;Cinnamyl alcohol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.71666667,,-,s^(-1)
1122,42639,NAD+;Cinnamyl alcohol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Cinnamyl alcohol,0.00044,,-,M
1123,42640,"5beta-cholane-3alpha,7alpha,12alpha,24-tetrol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,"5beta-cholane-3alpha,7alpha,12alpha,24-tetrol",0.0002,,-,M
1124,42640,"5beta-cholane-3alpha,7alpha,12alpha,24-tetrol;NAD+",wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,0.916666667,,-,s^(-1)
1125,42641,NAD+;12-Hydroxydodecanoic acid,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,12-Hydroxydodecanoic acid,6e-05,,-,M
1126,42641,NAD+;12-Hydroxydodecanoic acid,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.78333333,,-,s^(-1)
1127,42642,S-(Hydroxymethyl)glutathione;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.33333333,,-,s^(-1)
1128,42642,S-(Hydroxymethyl)glutathione;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,S-(Hydroxymethyl)glutathione,4e-06,,-,M
1129,42643,Ethanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Ethanol,1.3,,-,M
1130,42647,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Methylcrotyl alcohol,0.0058,,8.0E-4,M
1131,42647,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,3.7e-05,,4.0E-6,M
1132,42647,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,6.33333333,,0.5,s^(-1)
1133,42648,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,Methylcrotyl alcohol,0.002,,5.0E-4,M
1134,42648,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,3.8e-05,,8.0E-6,M
1135,42648,Methylcrotyl alcohol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,5.83333333,,0.333333,s^(-1)
1136,42649,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,8.7e-05,,1.1E-5,M
1137,42649,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.58333333,,0.216667,s^(-1)
1138,42649,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.027,,0.003,M
1139,42650,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,9.2e-05,,1.6E-5,M
1140,42650,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.95,,0.283333,s^(-1)
1141,42650,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.015,,0.003,M
1142,42651,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.011,,0.002,M
1143,42651,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,9.5e-05,,7.0E-6,M
1144,42651,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.5,,0.166667,s^(-1)
1145,42652,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.008,,0.002,M
1146,42652,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.9,,0.333333,s^(-1)
1147,42652,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,9.4e-05,,2.0E-5,M
1148,42653,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,0.00023,,5.0E-5,M
1149,42653,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.1,,0.02,M
1150,42653,NAD+;1-Pentanol,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,3.83333333,,0.5,s^(-1)
1151,42654,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,NAD+,0.000142,,1.5E-5,M
1152,42654,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,kcat,,2.53333333,,0.1,s^(-1)
1153,42654,1-Pentanol;NAD+,wildtype,2043614.0,Homo sapiens,P11766,1.1.1.1,Km,1-Pentanol,0.02,,0.003,M
1154,46081,Ethanol;NAD+,wildtype,3282541.0,Saccharomyces cerevisiae,P10127,1.1.1.1,Km,Ethanol,0.0167,,-,M
1155,46081,Ethanol;NAD+,wildtype,3282541.0,Saccharomyces cerevisiae,P10127,1.1.1.1,Km,NAD+,5.9e-05,,-,M
1156,46082,NADH;Acetaldehyde;H+,wildtype,3282541.0,Saccharomyces cerevisiae,P10127,1.1.1.1,Km,Acetaldehyde,0.00283,,-,M
1157,46082,NADH;Acetaldehyde;H+,wildtype,3282541.0,Saccharomyces cerevisiae,P10127,1.1.1.1,Km,NADH,0.000122,,-,M
1158,48165,NAD+;Farnesol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,0.1,,-,s^(-1)
1159,48165,NAD+;Farnesol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,Farnesol,7.7e-06,,-,M
1160,48167,NAD+;Cinnamyl alcohol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,5.4,,-,s^(-1)
1161,48167,NAD+;Cinnamyl alcohol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,Cinnamyl alcohol,0.022,,-,M
1162,48169,Farnesol;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,Farnesol,3e-06,,-,M
1163,48169,Farnesol;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,2.1,,-,s^(-1)
1164,48170,NAD+;Geraniol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,20.0,,-,s^(-1)
1165,48170,NAD+;Geraniol,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,Geraniol,0.0008,,-,M
1166,48171,Cinnamyl alcohol;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,20.3333333,,-,s^(-1)
1167,48171,Cinnamyl alcohol;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,Cinnamyl alcohol,0.0035,,-,M
1168,48173,12-Hydroxydodecanoic acid;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,Km,12-Hydroxydodecanoic acid,0.0047,,-,M
1169,48173,12-Hydroxydodecanoic acid;NAD+,wildtype,12913179.0,Arabidopsis thaliana,Q96533,1.1.1.1,kcat,,5.58333333,,-,s^(-1)
1170,51860,Ethanol;NAD+,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,9.151666666666667,,-,s^(-1)
1171,51860,Ethanol;NAD+,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,Ethanol,0.00058,,-,M
1172,51861,NAD+;1-Propanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,1-Propanol,0.00051,,-,M
1173,51861,NAD+;1-Propanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,8.146666666666667,,-,s^(-1)
1174,51862,NAD+;1-Butanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,1-Butanol,0.0005200000000000001,,-,M
1175,51862,NAD+;1-Butanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,8.111666666666666,,-,s^(-1)
1176,51863,NAD+;2-Propanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,6.378333333333333,,-,s^(-1)
1177,51863,NAD+;2-Propanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,2-Propanol,0.00132,,-,M
1178,51864,Acetone;H+;NADH,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,Acetone,0.00116,,-,M
1179,51864,Acetone;H+;NADH,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,6.83,,-,s^(-1)
1180,51865,NAD+;Ethanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,NAD+,0.00017999999999999998,,-,M
1181,51865,NAD+;Ethanol,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,1.663333333333333,,-,s^(-1)
1182,51866,Acetone;NADH;H+,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,Km,NADH,0.00023,,-,M
1183,51866,Acetone;NADH;H+,wildtype,9660191.0,Moraxella sp.,P81786,1.1.1.1,kcat,,0.1383333333333333,,-,s^(-1)
1184,54491,Ethanol;NAD+,wildtype,8546701.0,Phaseolus vulgaris,,1.1.1.1,Km,NAD+,2e-05,,3.0E-6,M
1185,54491,Ethanol;NAD+,wildtype,8546701.0,Phaseolus vulgaris,,1.1.1.1,Km,Ethanol,0.0018,,5.0E-4,M
1186,54665,Ethanol;NAD+,wildtype,16453102.0,Zea mays,,1.1.1.1,Km,Ethanol,0.0119,,-,M
1187,54666,NAD+;Ethanol,wildtype,16453102.0,Zea mays,,1.1.1.1,Km,Ethanol,0.0089,,-,M
1188,54667,Ethanol;NAD+,wildtype,16453102.0,Zea mays,,1.1.1.1,Km,NAD+,0.00015,,-,M
1189,54668,Ethanol;NAD+,wildtype,16453102.0,Zea mays,,1.1.1.1,Km,NAD+,0.0001,,-,M
1190,55928,NAD+;Ethanol,wildtype,23856461.0,Saccharomyces cerevisiae,,1.1.1.1,Km,Ethanol,0.233,,0.035,M
1191,56535,NADH;H+;Acetaldehyde,"wildtype isozyme Adh1p, C-terminal GST-tag",23831062.0,Saccharomyces cerevisiae,P00330,1.1.1.1,kcat,,176.0,,2.3,s^(-1)
1192,56535,NADH;H+;Acetaldehyde,"wildtype isozyme Adh1p, C-terminal GST-tag",23831062.0,Saccharomyces cerevisiae,P00330,1.1.1.1,Km,Acetaldehyde,0.000462,,2.4E-5,M
1193,56564,H+;Acetaldehyde;NADH,wildtype isozyme Adh1p,,Saccharomyces cerevisiae,P00330,1.1.1.1,Km,NADH,0.00011,,-,M
1194,56564,H+;Acetaldehyde;NADH,wildtype isozyme Adh1p,,Saccharomyces cerevisiae,P00330,1.1.1.1,kcat,,176.0,,-,s^(-1)
1195,56564,H+;Acetaldehyde;NADH,wildtype isozyme Adh1p,,Saccharomyces cerevisiae,P00330,1.1.1.1,Km,Ethanol,0.017,,-,M
1196,56564,H+;Acetaldehyde;NADH,wildtype isozyme Adh1p,,Saccharomyces cerevisiae,P00330,1.1.1.1,Km,Acetaldehyde,0.0004622,,-,M
1197,56564,H+;Acetaldehyde;NADH,wildtype isozyme Adh1p,,Saccharomyces cerevisiae,P00330,1.1.1.1,Km,NAD+,0.00017,,-,M
1198,56565,NADH;H+;Acetaldehyde,wildtype isozyme Adh5p,,Saccharomyces cerevisiae,P38113,1.1.1.1,Km,NADH,0.00011,,-,M
1199,56565,NADH;H+;Acetaldehyde,wildtype isozyme Adh5p,,Saccharomyces cerevisiae,P38113,1.1.1.1,Km,Acetaldehyde,0.00111,,-,M
1200,56565,NADH;H+;Acetaldehyde,wildtype isozyme Adh5p,,Saccharomyces cerevisiae,P38113,1.1.1.1,kcat,,0.0,,-,s^(-1)
1201,56565,NADH;H+;Acetaldehyde,wildtype isozyme Adh5p,,Saccharomyces cerevisiae,P38113,1.1.1.1,Km,Ethanol,0.017,,-,M
1202,56565,NADH;H+;Acetaldehyde,wildtype isozyme Adh5p,,Saccharomyces cerevisiae,P38113,1.1.1.1,Km,NAD+,0.00017,,-,M
1203,56844,NADH;Acetaldehyde;H+,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.1,Km,Acetaldehyde,0.00111,,-,M
1204,56844,NADH;Acetaldehyde;H+,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.1,Km,Ethanol,0.017,,-,M
1205,56844,NADH;Acetaldehyde;H+,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.1,Km,NAD+,0.00017,,-,M
1206,56844,NADH;Acetaldehyde;H+,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.1,Km,NADH,0.00011,,-,M
1207,56859,Ethanol;NAD+,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.1,Km,Ethanol,0.017,,-,M
1208,56859,Ethanol;NAD+,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.1,Km,NADH,0.00011,,-,M
1209,56859,Ethanol;NAD+,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.1,Km,Acetaldehyde,0.00111,,-,M
1210,56859,Ethanol;NAD+,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.1,Km,NAD+,0.00017,,-,M
1211,64442,NADH;H+;Acetaldehyde,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1212,64442,NADH;H+;Acetaldehyde,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,Acetaldehyde,0.00067,,-,M
1213,64443,NADH;Acetaldehyde;H+,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1214,64443,NADH;Acetaldehyde;H+,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,NADH,1.1e-05,,-,M
1215,64448,Acetaldehyde;NADPH;H+,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1216,64448,Acetaldehyde;NADPH;H+,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,NADPH,5.3e-05,,-,M
1217,64449,NADPH;H+;Acetaldehyde,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,Acetaldehyde,0.00069,,-,M
1218,64449,NADPH;H+;Acetaldehyde,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1219,64450,NAD+;Ethanol,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,Ethanol,0.005,,-,M
1220,64450,NAD+;Ethanol,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1221,64451,NAD+;Ethanol,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,kcat,,,,-,-
1222,64451,NAD+;Ethanol,wildtype,6378632.0,Cupriavidus necator,Q0KDL6,1.1.1.1,Km,NAD+,9e-06,,-,M
1223,1092,NADPH;4-Cyanobenzaldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,16.6333333,,,s^(-1)
1224,1092,NADPH;4-Cyanobenzaldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,4-Cyanobenzaldehyde,0.00051,,,M
1225,1093,NADPH;Pyridine-4-aldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,19.3333333,,,s^(-1)
1226,1093,NADPH;Pyridine-4-aldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,4-Pyridinecarboxaldehyde,0.00069,,,M
1227,1094,NADPH;3-Pyridinecarboxaldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,3-Pyridinecarboxaldehyde,0.0026,,,M
1228,1094,NADPH;3-Pyridinecarboxaldehyde;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,26.8333333,,,s^(-1)
1229,1095,4-Carboxybenzaldehyde;H+;NADPH,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,4-Carboxybenzaldehyde,7.8e-05,,,M
1230,1095,4-Carboxybenzaldehyde;H+;NADPH,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,21.6666667,,,s^(-1)
1231,1096,D-Glyceraldehyde;NADPH;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,D-Glyceraldehyde,0.0076,,,M
1232,1096,D-Glyceraldehyde;NADPH;H+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,14.4166667,,,s^(-1)
1233,1097,D-Glucuronate;H+;NADPH,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,D-Glucuronate,0.0084,,,M
1234,1097,D-Glucuronate;H+;NADPH,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,11.55,,,s^(-1)
1235,1098,Glycerol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,Glycerol,0.775,,,M
1236,1098,Glycerol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,0.611666667,,,s^(-1)
1237,1099,Alcohol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,(+)-Camphorquinone,0.00033,,,M
1238,1099,Alcohol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,5.6,,,s^(-1)
1239,1100,NADP+;3-Pyridinemethanol,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,3-Pyridinemethanol,0.0026,,,M
1240,1100,NADP+;3-Pyridinemethanol,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,26.8333333,,,s^(-1)
1241,1101,L-Arabitol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,Km,L-Arabitol,1.36,,,M
1242,1101,L-Arabitol;NADP+,wildtype,4402936.0,Sus scrofa,P50578,1.1.1.2,kcat,,1.76666667,,,s^(-1)
1243,1649,NADPH;Benzaldehyde,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,Benzaldehyde,0.000336,,,M
1244,1650,o-Nitrobenzaldehyde;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,o-Nitrobenzaldehyde,0.000116,,,M
1245,1651,m-Nitrobenzaldehyde;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,m-Nitrobenzaldehyde,3.3e-05,,,M
1246,1652,p-Nitrobenzaldehyde;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,p-Nitrobenzaldehyde,3.3e-05,,,M
1247,1653,D-Glyceraldehyde;H+;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,D-Glyceraldehyde,0.0025,,,M
1248,1654,Pyridine-3-aldehyde;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,Pyridine-3-aldehyde,7.1e-05,,,M
1249,1655,Glycolaldehyde;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,Glycolaldehyde,0.0081,,,M
1250,1656,Butanal;H+;NADPH,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,Butanal,8e-05,,,M
1251,1657,NADPH;Octadecanal,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,Octadecanal,0.000111,,,M
1252,1658,NADPH;H+;D-Glyceraldehyde,wildtype ARI,15991.0,Mus musculus,Q9JII6,1.1.1.2,Km,NADPH,0.000167,,,M
1253,1659,NADPH;Benzaldehyde,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,Benzaldehyde,0.00105,,,M
1254,1660,o-Nitrobenzaldehyde;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,o-Nitrobenzaldehyde,0.000769,,,M
1255,1661,m-Nitrobenzaldehyde;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,m-Nitrobenzaldehyde,0.000526,,,M
1256,1662,p-Nitrobenzaldehyde;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,p-Nitrobenzaldehyde,0.0001333,,,M
1257,1663,H+;D-Glyceraldehyde;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,D-Glyceraldehyde,0.001671,,,M
1258,1664,H+;NADPH;D-Glyceraldehyde,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,NADPH,3.6e-05,,,M
1259,1665,NADPH;D-Glucuronate;H+,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,D-Glucuronate,0.0091,,,M
1260,1666,alpha-D-Glucose;H+;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,alpha-D-Glucose,0.333,,,M
1261,1667,NADPH;D-Galactose,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,D-Galactose,0.333,,,M
1262,1668,NADPH;D-Xylose;H+,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,D-Xylose,0.333,,,M
1263,1669,NADPH;L-Arabinose,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,L-Arabinose,0.139,,,M
1264,1670,Pyridine-3-aldehyde;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,Pyridine-3-aldehyde,0.00025,,,M
1265,1671,D-Ribose;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,D-Ribose,0.333,,,M
1266,1672,2-Deoxy-D-glucose;NADPH,wildtype ARII,15991.0,Mus musculus,,1.1.1.2,Km,2-Deoxy-D-glucose,0.5,,,M
1267,1766,Glyceraldehyde;NADPH;H+,wildtype AR I,3890957.0,Homo sapiens,P14550,1.1.1.2,Km,NADPH,5e-05,,-,M
1268,1766,Glyceraldehyde;NADPH;H+,wildtype AR I,3890957.0,Homo sapiens,P14550,1.1.1.2,Km,Glyceraldehyde,7e-05,,-,M
