,biology,posterior_mean,q_0.01,q_0.5,q_0.99
2088,Homo sapiens|4.2.1.11|P13929|2-Phospho-D-glycerate,-2.3022957178125,-4.5704625,-2.308775,-0.10172023200000056
2089,Homo sapiens|4.2.1.11||2-Phospho-D-glycerate,-3.3351644094937503,-5.9098470999999995,-3.389035,-0.3206314400000309
2090,Homo sapiens|4.2.1.119|P51659|(R)-3-Hydroxyoctanoyl-CoA,-2.49035444681375,-5.5253336,-2.429785,0.12698095999999992
2091,Homo sapiens|4.2.1.119|P51659|trans-Dec-2-enoyl-CoA,-3.7024929962499997,-5.3135649,-3.7438000000000002,-1.7265304000000068
2092,Homo sapiens|4.2.1.119|P51659|trans-Dodec-2-enoyl-CoA,-3.8643221840625,-5.7607622,-3.9035200000000003,-1.587289200000007
2093,Homo sapiens|4.2.1.119|P51659|trans-Hex-2-enoyl-CoA,-2.6504516275625,-4.3161432,-2.6207450000000003,-1.1439229
2094,Homo sapiens|4.2.1.119|P51659|trans-Oct-2-enoyl-CoA,-2.9909353249999997,-3.5255482,-2.9901999999999997,-2.4446243000000005
2095,Homo sapiens|4.2.1.17|P30084|Crotonoyl-CoA,-3.5963831678125002,-5.579904,-3.5970250000000004,-1.6131777000000025
2096,Homo sapiens|4.2.1.17|P30084|trans-Dec-2-enoyl-CoA,-3.53429500760625,-5.9781704,-3.7143100000000002,0.06438650999999794
2097,Homo sapiens|4.2.1.17|P30084|trans-Dodec-2-enoyl-CoA,-3.4551362221374995,-6.0974944,-3.68357,0.5057433799999957
2098,Homo sapiens|4.2.1.17|P30084|trans-Hex-2-enoyl-CoA,-3.4571234278125003,-5.1880573000000005,-3.5291050000000004,-1.0263971
2099,Homo sapiens|4.2.1.17|P30084|trans-Oct-2-enoyl-CoA,-3.9224802228124998,-5.6548963,-4.0074950000000005,-1.4096591000000018
2100,Homo sapiens|4.2.1.17|P30084|trans-Tetradec-2-enoyl-CoA,-3.464646694340625,-6.0791653,-3.7096299999999998,0.4786082199999939
2101,Homo sapiens|4.2.1.17|P40939|trans-Hex-2-enoyl-CoA,-2.561321683375,-4.587801600000001,-2.538875,-0.6883674000000006
2102,Homo sapiens|4.2.1.17|P40939|trans-Oct-2-enoyl-CoA,-3.4270167578124995,-5.215864799999999,-3.441065,-1.5208646000000006
2103,Homo sapiens|4.2.1.17|Q08426|Crotonoyl-CoA,-3.7801862440625,-5.6575221,-3.80804,-1.7734866000000005
2104,Homo sapiens|4.2.1.17|Q08426|trans-Hex-2-enoyl-CoA,-3.1846409872187498,-4.936984900000001,-3.2362349999999998,-1.0869867000000097
2105,Homo sapiens|4.2.1.17|Q08426|trans-Oct-2-enoyl-CoA,-3.4937740902812497,-5.3190301,-3.51667,-1.4626956000000007
2106,Homo sapiens|4.2.1.22|P35520|L-Homocysteine,-0.1577092318090625,-2.2985284,-0.1870445,1.859728399999994
2107,Homo sapiens|4.2.1.22|P35520|L-Serine,0.32864597066778123,-1.1790026,0.324142,1.720616399999997
2108,Homo sapiens|4.3.2.1|P04424|Fumarate,-0.22097455495999999,-4.2043387,-0.04437165,2.453536399999999
2109,Homo sapiens|4.3.2.1|P04424|L-Arginine,0.704974435822875,-2.4856153,0.798697,3.2728025
2110,Homo sapiens|4.3.2.1|P04424|N(omega)-(L-Arginino)succinate,-1.225048918875625,-2.3284329,-1.237565,-0.03371418400000128
2111,Homo sapiens|4.4.1.20|Q16873|Leukotriene A4,-4.528582296875,-6.3394198,-4.53264,-2.5813667000000002
2112,Homo sapiens|4.4.1.20|Q16873|Reduced glutathione,-0.3393343557059375,-3.6920107,-0.2349985,1.8197392999999948
2113,Homo sapiens|4.4.1.20||Leukotriene A4,-4.561394747187499,-6.2373655,-4.61257,-2.563094200000004
2114,Homo sapiens|4.6.1.1||ATP,0.626187208579375,-0.89725871,0.653403,1.8464958999999954
2115,Homo sapiens|4.6.1.1||Mn2+,0.7778917637215624,-0.94729087,0.7950245,2.1623582999999993
2116,Homo sapiens|4.99.1.1|P22830|Fe2+,-5.700047570312499,-8.390574299999999,-5.771495,-2.4183202
2117,Homo sapiens|4.99.1.1|P22830|Protoporphyrin,-7.5702167750000005,-9.834394399999999,-7.626165,-4.457948200000005
2118,Homo sapiens|4.99.1.1|P22830|Zn2+,-7.83500198125,-10.040325000000001,-8.020945000000001,-4.3654758
2119,Homo sapiens|5.1.99.4|Q9UHK6|(S)-Pristanoyl-CoA,-1.8208073104574998,-4.5203694,-1.8076050000000001,0.7093808099999951
2120,Homo sapiens|5.1.99.4|Q9UHK6|(S)-Trihydroxycoprostanoyl-CoA,-3.23066013790625,-5.9629684,-3.295915,0.2348138599999975
2121,Homo sapiens|5.3.1.1|P60174|D-Glyceraldehyde 3-phosphate,-1.2706769084515626,-3.0206185999999997,-1.21752,-0.001245813750000088
2122,Homo sapiens|5.3.1.1|P60174|Glycerone phosphate,-0.3285832224690626,-1.3956439999999999,-0.33035400000000004,0.7915196699999993
2123,Homo sapiens|5.3.1.9|P06744|D-Fructose 6-phosphate,-2.8147016893749996,-4.2011843,-2.82574,-1.3178726000000018
2124,Homo sapiens|5.3.1.9|P06744|D-Glucose 6-phosphate,-1.2534024760906248,-2.8825923,-1.32695,0.9847750399999975
2125,Homo sapiens|5.4.2.11|P07738|2-Phosphoglycolate,-4.38349525175,-6.7992831,-4.52239,-0.5349596300000016
2126,"Homo sapiens|5.4.2.11|P18669|Glycerate 2,3-bisphosphate",-7.0050760820562505,-9.307478399999999,-7.228365,-2.617001100000002
2127,Homo sapiens|5.4.2.11|P18669|Glycerate 3-phosphate,-1.87592044565625,-3.6634994,-1.8443100000000001,-0.23366668000000013
2128,"Homo sapiens|5.4.2.2|O95394|alpha-D-Glucose 1,6-bisphosphate",0.2263729947259375,-1.8412776,0.25852850000000005,2.115243699999994
2129,Homo sapiens|5.4.2.2|O95394|alpha-D-Glucose 1-phosphate,-0.8535611155703124,-4.165172,-0.8937935,2.8419517999999977
2130,"Homo sapiens|5.4.2.2|P36871|Glucose 1,6-bisphosphate",-6.5076551968750005,-8.2877049,-6.58219,-4.335289800000001
2131,Homo sapiens|5.4.2.2|P36871|Glucose 1-phosphate,-2.84999215203125,-4.8930594,-2.819455,-1.005768990000011
2132,Homo sapiens|5.4.2.2|P36871|Mg2+,-3.5234937978437495,-5.3739021,-3.575,-1.0125299000000023
2133,"Homo sapiens|5.4.2.2|P36871|alpha-D-Glucose 1,6-bisphosphate",0.0055674914146874995,-1.8691969,-0.00780526,1.9171793999999998
2134,Homo sapiens|5.4.2.2|P36871|alpha-D-Glucose 1-phosphate,-2.079865879465625,-4.2034926,-2.254315,1.286133399999996
2135,"Homo sapiens|5.4.2.2|Q96G03|Glucose 1,6-bisphosphate",-6.453475971875,-8.225486400000001,-6.459195,-4.6765622000000056
2136,Homo sapiens|5.4.2.2|Q96G03|Glucose 1-phosphate,-2.7587893165906245,-4.5596093,-2.764715,-0.7398222100000078
2137,Homo sapiens|5.4.2.2|Q96G03|Mg2+,-3.807124635875,-5.7306438,-3.82314,-1.6997856000000002
2138,"Homo sapiens|5.4.2.2|Q96G03|alpha-D-Glucose 1,6-bisphosphate",0.5196570405919062,-1.6502765,0.563785,2.3768387999999976
2139,Homo sapiens|5.4.2.2|Q96G03|alpha-D-Glucose 1-phosphate,-1.470554271703125,-3.7512638999999997,-1.49797,1.1842545999999932
2140,Homo sapiens|5.4.2.7|P36871|alpha-D-Ribose 1-phosphate,-0.1391301244290625,-4.2591192,-0.02815025,2.974334299999997
2141,"Homo sapiens|5.4.2.7|Q96G03|Glucose 1,6-bisphosphate",-5.997411702375,-8.2825044,-6.17551,-2.274183000000001
2142,Homo sapiens|5.4.2.7|Q96G03|Mg2+,-3.5404702167187496,-5.7315700000000005,-3.69013,-0.03047948500002012
2143,Homo sapiens|5.4.2.7|Q96G03|Ribose 1-phosphate,-0.5288954606459374,-4.3640203,-0.399409,2.2844530999999977
2144,Homo sapiens|5.4.2.7|Q96G03|Ribose 5-phosphate,-0.2836690899003125,-3.7374848999999997,-0.1673615,2.0866762999999966
2145,Homo sapiens|5.4.2.7|Q96G03|alpha-D-Ribose 1-phosphate,-1.3106732714437501,-3.9125734999999997,-1.48273,2.354695099999993
2146,Homo sapiens|5.4.99.2|P22033|(R)-Methylmalonyl-CoA,-0.044819652957875,-3.9461199,0.09887165,2.6031144999999984
2147,Homo sapiens|5.4.99.2|P22033|2-Methylmalonyl-CoA,0.0259341452540625,-2.0053896,0.022515550000000002,2.0207101999999986
2148,Homo sapiens|6.2.1.1||Butanoate,-1.3930963424437501,-4.154716199999999,-1.41123,1.3152829999999995
2149,Homo sapiens|6.2.1.1||Propionate,-1.401896510356719,-4.4070108,-1.349455,1.0641092999999957
2150,Homo sapiens|6.2.1.2|Q68CK6|Benzoate,-4.0500757781250005,-5.874126100000001,-4.094575,-1.8831218000000047
2151,Homo sapiens|6.2.1.2|Q68CK6|Butanoate,-0.4202486416521875,-2.4787649,-0.393959,1.5291523999999959
2152,Homo sapiens|6.2.1.2|Q68CK6|Decanoate,-2.80759669375,-5.2139811,-2.7275,-0.8136317500000031
2153,Homo sapiens|6.2.1.2|Q68CK6|Dodecanoate,-3.0560567365625,-5.1297406,-3.050145,-1.2413076000000034
2154,Homo sapiens|6.2.1.2|Q68CK6|Hexanoate,-2.8155681813749998,-4.8429762,-2.790335,-0.9498061600000051
2155,Homo sapiens|6.2.1.2|Q68CK6|Phenylacetic acid,-1.886347450946875,-3.9453726,-1.8620999999999999,0.14798481999999227
2156,Homo sapiens|6.2.1.2|Q68CK6|Salicylate,-4.344246461875,-6.121615599999999,-4.411250000000001,-2.000824200000001
2157,Homo sapiens|6.2.1.2||Benzoate,-3.83324120875,-5.610798699999999,-3.850095,-1.9347210000000123
2158,Homo sapiens|6.2.1.2||Butanoate,-0.6071843882625,-2.6565399,-0.5988485,1.2570273999999968
2159,Homo sapiens|6.2.1.2||Decanoate,-3.2759939423356252,-5.2204665,-3.337225,-0.9505653900000036
2160,Homo sapiens|6.2.1.2||Dodecanoate,-3.26567136646875,-4.9007082,-3.3286800000000003,-1.2126530000000033
2161,Homo sapiens|6.2.1.2||Hexanoate,-3.0250332428125,-4.7713003,-3.05335,-1.0983367000000035
2162,Homo sapiens|6.2.1.2||Phenylacetic acid,-1.9089729448437498,-3.7779911999999998,-1.90152,-0.10832622800000517
2163,Homo sapiens|6.2.1.2||Salicylate,-3.8877928903124994,-5.8713252,-3.86677,-1.9630508000000002
2164,Homo sapiens|6.3.2.11||4-Aminobutanoate,2.1682678864375,0.33401548000000003,2.21321,3.639269499999994
2165,Homo sapiens|6.3.2.11||beta-Alanine,0.1900550498759375,-1.4791661,0.2127655,1.636202299999998
2166,Homo sapiens|6.3.4.16|P31327|ATP,-0.9239771669046876,-2.4846299000000003,-0.9289935,0.5226579999999996
2167,Homo sapiens|6.3.4.16|P31327|CO2,0.9642248769937501,-0.70142415,0.9900245,2.3603343
2168,Homo sapiens|6.3.4.16|P31327|Mg2+,0.12402158549875,-2.6837745,-0.10369249999999999,3.9830264999999985
2169,Homo sapiens|6.3.4.16|P31327|N-Acetyl glutamate,-2.0517236002968753,-3.6527266,-2.058,-0.4022881600000029
2170,Homo sapiens|6.3.4.16|P31327|N-Carbamyl-L-glutamate,0.23172581394343753,-3.6654411,0.3913355,2.6240177
2171,Homo sapiens|6.3.4.16|P31327|NH3,-0.3613756092923437,-2.2873435,-0.34688399999999997,1.3514638999999984
2172,Homo sapiens|6.3.4.16 2.1.3.3||L-Ornithine,1.4681611164503128,-0.88317497,1.55657,3.4190940999999997
2173,Homo sapiens|6.3.4.5|P00966|ATP,-2.3802986065625,-3.6639565,-2.421065,-0.8274214200000007
2174,Homo sapiens|6.3.4.5|P00966|L-Aspartate,-3.80371979375,-5.0419524000000004,-3.83622,-2.2863530000000023
2175,Homo sapiens|6.3.4.5|P00966|L-Citrulline,-2.6689093493125,-4.608571899999999,-2.6456,-0.921024380000001
2176,Homo sapiens|6.3.4.5||ATP,-1.7008948490625,-2.9430197,-1.699085,-0.5212233300000046
2177,Homo sapiens|6.3.4.5||L-Aspartate,-3.296947046875,-4.4033402,-3.301065,-2.1640922000000042
2178,Homo sapiens|6.3.4.5||L-Citrulline,-2.6252076565625,-3.8799421,-2.637695,-1.3997911
2179,Homo sapiens|6.4.1.1|P11498|Pyruvate,-1.9876825027249998,-4.3546309999999995,-2.03632,0.8884666299999979
2180,Oryctolagus cuniculus|1.1.1.1|O19053|1-Dodecanol,-2.5435245019000003,-5.5140113,-3.07417,3.6421884999999885
2181,Oryctolagus cuniculus|1.1.1.1|O19053|NAD+,-2.405867982621875,-4.382744000000001,-2.367955,-0.6859796300000087
2182,Oryctolagus cuniculus|1.1.1.14||D-Fructose,2.11761531915625,-1.7154753999999999,2.2580400000000003,4.843413199999993
2183,Oryctolagus cuniculus|1.1.1.14||NADH,-2.242145226784375,-5.0115307,-2.278555,1.044985699999997
2184,Oryctolagus cuniculus|1.1.1.179|Q9TV70|D-Xylose,0.53501608274375,-3.5679673,0.7707205,2.799454899999995
2185,"Oryctolagus cuniculus|1.1.1.181||Cholest-5-ene-3beta,7alpha-diol",-2.9226333682812498,-5.9746954,-2.979145,0.6708991899999919
2186,Oryctolagus cuniculus|1.1.1.184||1-Octanal,-1.5018577475325003,-4.8443103999999995,-1.46017,1.1530723999999999
2187,Oryctolagus cuniculus|1.1.1.184||3-Benzoylpyridine,-0.5513580923281249,-4.2356785,-0.4391625,1.982549499999996
2188,"Oryctolagus cuniculus|1.1.1.184||4-Androstene-3,17-dione",-2.067390270190625,-4.5392995,-2.058575,0.30031294999999814
2189,Oryctolagus cuniculus|1.1.1.184||4-Benzoylpyridine,-1.464536146634375,-4.8546640000000005,-1.372655,0.9470822299999979
2190,Oryctolagus cuniculus|1.1.1.184||4-Nitroacetophenone,-0.8126905758772187,-4.234493,-0.7180439999999999,1.5718959999999942
2191,Oryctolagus cuniculus|1.1.1.184||5alpha-Androstan-17beta-ol-3-one,-2.5432759906999998,-5.1510587999999995,-2.58177,0.28782354999999765
2192,"Oryctolagus cuniculus|1.1.1.184||5alpha-Androstane-3,17-dione",-3.0586257152500003,-5.5796128000000005,-3.084595,-0.3443155900000043
2193,Oryctolagus cuniculus|1.1.1.184||5beta-Androstane-17beta-ol-3-one,-2.5887532449374997,-5.2517065,-2.6324899999999998,0.509928849999988
2194,"Oryctolagus cuniculus|1.1.1.184||5beta-Androstane-3,17-dione",-2.35308394725625,-5.2576539,-2.34232,0.4899538099999975
2195,Oryctolagus cuniculus|1.1.1.184||5beta-Androstane-3alpha-ol-17-one,-3.3007421665625,-5.718134,-3.36615,-0.46425003000000187
2196,Oryctolagus cuniculus|1.1.1.184||Adamantanone,-1.309427948240625,-4.253076500000001,-1.22234,0.8684226999999977
2197,Oryctolagus cuniculus|1.1.1.184||Cyclohexanone,-4.047620634471875,-7.9446952,-4.382479999999999,0.5966008699999993
2198,Oryctolagus cuniculus|1.1.1.184||Glyceraldehyde,0.37833382210750005,-2.628231,0.5076485,2.5322449999999956
2199,Oryctolagus cuniculus|1.1.1.184||NADPH,-4.41576356459375,-6.7663059,-4.621445,-0.48695693000000384
2200,Oryctolagus cuniculus|1.1.1.184||Pyridine-3-aldehyde,-0.620700820728125,-4.4679155999999995,-0.467322,1.8782523999999998
2201,Oryctolagus cuniculus|1.1.1.184||Pyridine-4-aldehyde,-1.2912524280887498,-4.4686601999999995,-1.199805,1.0465207999999993
2202,Oryctolagus cuniculus|1.1.1.184||Testosterone,-1.6483211705937502,-4.6774535,-1.6070250000000001,0.7914674999999979
2203,Oryctolagus cuniculus|1.1.1.184||p-Nitrobenzaldehyde,-2.8782262840625,-4.9910670999999995,-2.82127,-1.1676888000000039
2204,Oryctolagus cuniculus|1.1.1.21|P15122|D-Arabinose,3.52545641450625,-1.6800421,3.8709499999999997,6.269219399999998
2205,Oryctolagus cuniculus|1.1.1.21|P15122|D-Erythrose,-1.553708446578125,-4.571135900000001,-1.5211700000000001,1.302165499999999
2206,Oryctolagus cuniculus|1.1.1.21|P15122|D-Galactose,2.135655187570313,-1.7710229,2.180275,5.527615599999998
2207,Oryctolagus cuniculus|1.1.1.21|P15122|D-Galacturonate,2.3677876337803125,-1.3346666999999999,2.338615,6.058385299999998
2208,Oryctolagus cuniculus|1.1.1.21|P15122|D-Glucose,-0.5065163242242812,-4.220325399999999,-0.6446639999999999,3.835611799999998
2209,Oryctolagus cuniculus|1.1.1.21|P15122|D-Glucuronic acid,2.2334671115562497,-3.4300504,2.671195,4.886023899999998
2210,"Oryctolagus cuniculus|1.1.1.21|P15122|D-Glucurono-3,6-lactone",0.6543617965371875,-4.838527099999999,1.0089899999999998,3.111753399999999
2211,Oryctolagus cuniculus|1.1.1.21|P15122|D-Glyceraldehyde,-1.298831890728125,-3.4204076,-1.45708,1.7745062999999972
2212,Oryctolagus cuniculus|1.1.1.21|P15122|D-Lyxose,3.225599677417813,-1.7159463,3.51007,5.635844399999997
2213,Oryctolagus cuniculus|1.1.1.21|P15122|D-Mannose,1.30855800630625,-5.460420399999999,1.45546,6.245270499999998
2214,Oryctolagus cuniculus|1.1.1.21|P15122|D-Ribose,2.087464052196875,-2.4148007000000002,2.3304400000000003,4.5040344
2215,Oryctolagus cuniculus|1.1.1.21|P15122|D-Xylose,-1.013918046471875,-4.6112331,-1.06003,2.5444103
2216,Oryctolagus cuniculus|1.1.1.21|P15122|L-Arabinose,3.033738756275,-0.9385871299999999,3.2118349999999998,5.381512099999999
2217,Oryctolagus cuniculus|1.1.1.21|P15122|NADPH,-5.02644339375,-6.7327733,-5.023295,-3.133640100000004
2218,Oryctolagus cuniculus|1.1.1.21||1-Octanal,-0.7594023617890625,-3.5545695999999998,-0.7054235,1.3708289999999996
2219,Oryctolagus cuniculus|1.1.1.21||D-Galacturonate,1.702865195303125,-1.1808854,1.65138,5.0152684999999995
2220,Oryctolagus cuniculus|1.1.1.21||D-Glucuronate,-0.68064374084875,-4.216192599999999,-0.480333,1.4594443999999922
2221,Oryctolagus cuniculus|1.1.1.21||Glyceraldehyde,-4.339783989375,-6.412341199999999,-4.35843,-1.888916000000004
2222,Oryctolagus cuniculus|1.1.1.21||NADPH,-4.957187081250001,-6.2753822999999995,-4.96752,-3.583095600000002
2223,Oryctolagus cuniculus|1.1.1.21||Pyridine-3-aldehyde,-2.0494976693746874,-4.3800699,-2.132445,0.8104289999999968
2224,Oryctolagus cuniculus|1.1.1.21||Pyridine-4-aldehyde,-2.1995043504375,-5.2929657,-2.14931,0.15445529999999927
2225,Oryctolagus cuniculus|1.1.1.21||p-Nitrobenzaldehyde,0.513487857971875,-2.7744963,0.520365,3.977873799999996
2226,Oryctolagus cuniculus|1.1.1.27|P13490|L-Lactate,1.6600415589515627,-0.44472508,1.709845,3.326360599999999
2227,Oryctolagus cuniculus|1.1.1.27|P13490|Pyruvate,-1.8895064808500002,-3.7049149999999997,-1.95873,0.32169936999997906
2228,Oryctolagus cuniculus|1.1.1.27|P13491|L-Lactate,1.8984964400718751,0.3511074,1.92847,3.210781099999999
2229,Oryctolagus cuniculus|1.1.1.27|P13491|NAD+,-1.60975557514375,-3.3461587,-1.59952,-0.02745940900000191
2230,Oryctolagus cuniculus|1.1.1.27|P13491|NADH,-4.354379306249999,-5.6135996,-4.394875,-2.6537171000000037
2231,Oryctolagus cuniculus|1.1.1.27|P13491|Pyruvate,-1.6138238845000001,-2.9384383,-1.62689,-0.162083130000001
2232,Oryctolagus cuniculus|1.1.1.284|O19053|S-(Hydroxymethyl)-8-thiooctanoate,-4.607767307225,-7.080993,-4.7790099999999995,-0.38343059000000546
2233,Oryctolagus cuniculus|1.1.1.284|O19053|S-(Hydroxymethyl)glutathione,-3.1635740747128125,-6.109434299999999,-3.34968,0.9092931499999825
2234,Oryctolagus cuniculus|1.1.1.42|G1SI20|Isocitrate,-3.395582211625,-5.8995153,-3.3844250000000002,-1.1240328000000017
2235,Oryctolagus cuniculus|1.1.1.42|G1SI20|NADP+,-3.26038507825,-5.7290433,-3.22041,-1.2195803000000032
2236,Oryctolagus cuniculus|1.1.1.45|P14755|(S)-3-Hydroxybutanoate,0.4459435495021875,-3.1392917,0.556798,2.828299299999994
2237,"Oryctolagus cuniculus|1.1.1.45|P14755|2,3-Diketogulonate",0.9831067802187501,-3.6384582,1.246885,3.727786199999992
2238,Oryctolagus cuniculus|1.1.1.45|P14755|Acetoacetate,1.399689712408125,-2.501404,1.606025,3.6499890999999995
2239,Oryctolagus cuniculus|1.1.1.45|P14755|L-Gulonate,-1.6388977480454998,-4.3132012,-1.62097,1.1044176999999997
2240,Oryctolagus cuniculus|1.1.1.45|P14755|L-Threonate,0.5383112828641563,-3.2065872,0.678567,2.9159627999999946
2241,Oryctolagus cuniculus|1.1.1.45|P14755|NAD+,-3.848757758871875,-6.2561844,-4.024915,-0.24033379000000046
2242,Oryctolagus cuniculus|1.1.1.45|P14755|NADH,-6.1609127896375,-8.7927187,-6.506015,-1.3199460000000154
2243,Oryctolagus cuniculus|1.1.1.45|P14755|NADP+,-0.7534362862687501,-4.569966,-0.592077,1.5133334999999977
2244,Oryctolagus cuniculus|1.1.1.72||D-Glyceraldehyde,-1.6999547578812502,-3.9948590999999998,-1.742905,0.9756910099999964
2245,Oryctolagus cuniculus|1.1.1.72||NADPH,-4.064857874375,-6.2579575,-4.10301,-1.6140448000000045
2246,Oryctolagus cuniculus|1.1.1.8|P08507|1-Fluoro-3-hydroxyacetonephosphate,2.371886735578125,-3.8889137,2.8976,5.233698699999995
2247,Oryctolagus cuniculus|1.1.1.8|P08507|4-Hydroxy-3-oxobutylphosphonic acid,-1.1104393975252187,-4.0066363,-1.072815,1.4385678999999982
2248,Oryctolagus cuniculus|1.1.1.8|P08507|Dihydroxyacetone phosphate,-1.76171447796875,-3.2289266000000003,-1.747415,-0.20771140000000057
2249,Oryctolagus cuniculus|1.1.1.8|P08507|Glycerone phosphate,-1.174893752381875,-4.120079499999999,-1.17925,1.5661447999999967
2250,Oryctolagus cuniculus|1.1.1.8|P08507|Glyoxylate,-0.322693358653125,-3.2049665999999997,-0.321519,2.4655436999999707
2251,Oryctolagus cuniculus|1.1.1.8|P08507|L-1-Fluorodeoxyglycerol 3-phosphate,1.1701547802890626,-3.823271,1.41446,3.792224599999977
2252,Oryctolagus cuniculus|1.1.1.8|P08507|L-Glycerol 3-phosphate,-0.9121571489090624,-4.4740739,-0.8367165000000001,1.698533799999995
2253,Oryctolagus cuniculus|1.1.1.8|P08507|NAD+,-3.1513285418468753,-5.6175565,-3.2319449999999996,-0.057866165000001205
2254,Oryctolagus cuniculus|1.1.1.8|P08507|NADH,-5.68096736875,-7.0684752,-5.7167449999999995,-3.831894500000009
2255,Oryctolagus cuniculus|1.1.1.8|P08507|sn-Glycerol 3-phosphate,-1.085020416675,-2.6037356999999997,-1.08626,0.5099526499999996
2256,Oryctolagus cuniculus|1.13.11.52|G1SJI2|Ascorbic acid,-1.6843012841040623,-4.4910597999999995,-1.666645,0.9599696499999991
2257,Oryctolagus cuniculus|1.13.11.52|G1SJI2|D-Tryptophan,-0.8507958981078124,-2.6263985,-0.9168419999999999,1.3842948999999996
2258,Oryctolagus cuniculus|1.13.11.52|G1SJI2|L-Tryptophan,-3.8746077125,-5.086613,-3.90321,-2.4586185000000103
2259,Oryctolagus cuniculus|1.13.11.52|G1SJI2|Methylene blue,-5.4374157033125,-7.9302335,-5.66916,-0.783768340000004
2260,Oryctolagus cuniculus|1.13.11.52||5-Hydroxy-D-tryptophan,-0.7832882091518749,-3.9787215,-0.6887559999999999,1.6203695999999976
2261,Oryctolagus cuniculus|1.13.11.52||5-Hydroxy-L-tryptophan,-2.61083100230625,-4.8284334,-2.6968949999999996,0.35552391999999294
2262,Oryctolagus cuniculus|1.13.11.52||D-Tryptophan,-0.5672115841953125,-2.3527382,-0.613969,1.4678195999999992
2263,Oryctolagus cuniculus|1.13.11.52||L-Tryptophan,-3.3284420975,-4.6881486,-3.32462,-2.009021300000004
2264,Oryctolagus cuniculus|1.13.11.52||Serotonin,-2.20957786616875,-4.5659409,-2.207155,0.40631653999999773
2265,Oryctolagus cuniculus|1.13.11.52||Tryptamine,-2.307903550778125,-4.7522326999999995,-2.39433,0.761843999999989
2266,Oryctolagus cuniculus|1.14.14.1|P00179|4-Methyl-N-methyl-N-(2-phenyl-2H-pyrazol-3-yl)-benzene sulfonamide,-4.06982101271875,-6.5797163,-4.1945250000000005,-0.6550769000000064
2267,Oryctolagus cuniculus|1.14.14.1|P00179|Progesterone,-4.923530571062501,-7.6465115,-5.096675,-1.0198497400000073
2268,Oryctolagus cuniculus|1.14.16.4|P17290|L-Phenylalanine,-1.3908046242749998,-4.3057554,-1.36757,1.1096594999999991
2269,Oryctolagus cuniculus|1.14.16.4|P17290|L-Tryptophan,-3.5726571890625003,-5.450782,-3.5746700000000002,-1.6386658000000003
2270,Oryctolagus cuniculus|1.14.18.8|O02766|7alpha-Hydroxycholest-4-en-3-one,-3.5395686142,-6.0859276,-3.56066,-0.7945882300000062
2271,Oryctolagus cuniculus|1.2.1.12|P46406|Arsenate,-2.2308697074093753,-3.9327481,-2.3216099999999997,0.22898649999999499
2272,Oryctolagus cuniculus|1.2.1.12|P46406|D-Glyceraldehyde 3-phosphate,-1.7948943007062501,-2.8754976,-1.818295,-0.5596519500000008
2273,"Oryctolagus cuniculus|1.2.1.12|P46406|Glycerate 1,3-bisphosphate",-3.1190783990625004,-4.7831237,-3.1302,-1.4299262000000006
2274,Oryctolagus cuniculus|1.2.1.12|P46406|NAD+,-3.0520930737499996,-4.0068855,-3.06066,-2.0166119000000005
2275,Oryctolagus cuniculus|1.2.1.12|P46406|NADH,-3.7098395768750003,-5.3048855999999995,-3.7758950000000002,-1.7780117000000009
2276,Oryctolagus cuniculus|1.2.1.12|P46406|Nicotinamide hypoxanthine dinucleotide,0.39927264515375,-2.2316484,0.475571,2.4554828999999847
2277,Oryctolagus cuniculus|1.2.1.12|P46406|Phosphate,-0.35699305784059376,-2.0461236,-0.4281235,1.9340319999999978
2278,Oryctolagus cuniculus|1.2.1.3||Dodecanal,-3.56459238906875,-6.0890038,-3.66878,-0.15787772000000264
2279,Oryctolagus cuniculus|1.2.1.3||Heptanal,-3.4913704440624995,-5.5330495,-3.4789000000000003,-1.3432034000000013
2280,Oryctolagus cuniculus|1.2.1.3||Propanal,-3.991406234375,-5.2454387,-3.97364,-2.778472100000007
2281,Oryctolagus cuniculus|1.2.3.1|P80456|6-Deoxypenciclovir,-0.9910770396499999,-2.9576765000000003,-0.9826665,0.9469406599999975
2282,Oryctolagus cuniculus|1.2.3.1|P80456|Isovanillin,-2.9340286416968753,-5.4144183,-2.980515,-0.024297043000003165
2283,Oryctolagus cuniculus|1.2.4.4 2.3.1.168||3-Methyl-2-oxopentanoate,-2.9658711011562504,-4.821465900000001,-3.14981,0.5935279099999963
2284,Oryctolagus cuniculus|1.2.4.4 2.3.1.168||Pyruvate,-0.26920385780031253,-1.9235555999999998,-0.24796200000000002,1.2192914999999953
2285,Oryctolagus cuniculus|1.2.4.4 2.3.1.168||alpha-Ketoisocaproate,-3.9778750449675,-6.40559,-4.016724999999999,-1.0586850000000068
2286,Oryctolagus cuniculus|1.2.4.4 2.3.1.168||alpha-Ketoisovalerate,-3.3223781868749995,-4.9165845,-3.33262,-1.689692800000008
2287,Oryctolagus cuniculus|1.3.1.20|Q9TV70|2-Deoxy-D-glucose,2.1522130474093752,-1.1418326,2.30365,4.234752099999998
2288,Oryctolagus cuniculus|1.3.1.20|Q9TV70|D-Arabinose,3.506253904871875,0.57098723,3.65726,5.411588499999998
